0 - Clear Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-,500,0
Mr. King -- hair,400,600,230,310,10,100,0,400,10,10,5,5,1,0,0,0,255,255,255,20,0,0-,0,0
Mr. King -- hair,400,625,240,300,3,120,0,400,10,10,5,5,1,0,0,0,255,255,255,20,0,0-,0,0
Mr. King -- hair,400,650,250,280,3,120,0,400,10,10,5,5,1,0,0,0,255,255,255,20,0,0-,0,0
Mr. King -- eyeL,250,400,0,0,11,10,0,400,10,10,5,5,10,255,255,255,255,255,255,20,0,0-,0,0
Mr. King -- eyeL,350,400,180,180,11,10,0,400,10,10,5,5,10,255,255,255,255,255,255,20,0,0-,0,0
Mr. King -- eyeL,300,400,0,0,11,2,0,400,10,10,5,5,10,0,0,0,255,255,255,20,0,0-,0,0
Mr. King -- eyeR,500,400,0,0,11,10,0,400,10,10,5,5,10,255,255,255,255,255,255,20,0,0-,0,0
Mr. King -- eyeR,600,400,180,180,11,10,0,400,10,10,5,5,10,255,255,255,255,255,255,20,0,0-,0,0
Mr. King -- eyeR,550,400,0,0,11,2,0,400,10,10,5,5,10,0,0,0,255,255,255,20,0,0-,0,0
Mr. King -- eyeR,450,450,10,170,11,20,0,100,10,10,5,5,10,0,0,0,255,255,255,20,0,0-,0,0
Mr. King -- eyeR,450,450,10,170,11,20,0,100,10,10,5,5,10,0,0,0,255,255,255,1,0,0-,4000,0
